Competitor Provider,Competitor Segment Name,Competitor Segment ID,Proposed New Segment Name,Non Derived Segments utilized,Composition Similarity,Closest Cybba Segment,Closest Cybba Similarity,Taxonomy
Bridge,**AlarisB2B > B2B > Industry > Restaurant & Hospitality Industry,1012600101,Cybba > Behavioral Audience > Lifestyle > Restaurant & Hospitality Industry Enthusiasts,76570331:72196551 | Cybba > B2B Audience > Employment Industry > Education > 1; 76570561:72197001 | Cybba > B2B Audience > Employment Industry > Travel > 0,0.4177,Cybba > B2B Audience > Employment Industry > Movies,0.7402,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Industry > Retail Industry,1012600091,Cybba > Behavioral Audience > Lifestyle > Retail Industry Enthusiasts,76570331:72196541 | Cybba > B2B Audience > Employment Industry > Education > 0; 76570561:72197001 | Cybba > B2B Audience > Employment Industry > Travel > 0,0.3637,Cybba > B2B Audience > Industry > Retail Operations Leaders,0.6545,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Industry > Telecommunications Industry,1012600071,Cybba > Behavioral Audience > Lifestyle > Telecommunications Industry Enthusiasts,75301681:69593811 | Cybba > BEHAVIORAL AUDIENCE > TELECOM > TELECOMMUNICATIONS > 0; 76570331:72196541 | Cybba > B2B Audience > Employment Industry > Education > 0,0.4228,Cybba > B2B Audience > Employment Industry > Movies,0.5538,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Industry > Transportation & Public Utilities Industry,1012600061,Cybba > Behavioral Audience > Lifestyle > Transportation & Public Utilities Industry Enthusiasts,75301531:69593531 | Cybba > BEHAVIORAL AUDIENCE > REAL ESTATE > UTILITIES > 0; 76570331:72196551 | Cybba > B2B Audience > Employment Industry > Education > 1,0.3537,Cybba > B2B Audience > Industry > Energy & Utilities Professionals,0.58,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Industry > Wholesale Trade Industry,1012600051,Cybba > Behavioral Audience > Lifestyle > Wholesale Trade Industry Enthusiasts,116624131:5039301 | Cybba > Cybba > Behavioral Audience > Tech > Device Trade-In Researchers > 1; 76570331:72196551 | Cybba > B2B Audience > Employment Industry > Education > 1,0.4356,Cybba > B2B Audience > Employment Industry > Movies,0.5182,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Job Seniority > A: C-Suite/C-Level,1012600041,Cybba > B2B Audience > Lifestyle > C-Suite/C-Level Decision Makers,79900841:74869631 | Cybba > B2B Audience > Seniority > C-Suite > 1,0.5285,Cybba > B2B Audience > Seniority > C-Suite,0.6499,B2B Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Job Seniority > B: Vice President,1012600031,Cybba > B2B Audience > Lifestyle > Vice President Decision Makers,94042751:85078991 | Cybba > B2B Audience > Seniority > C Suite > 0; 97269301:87562851 | Cybba > Event Audience > Theatre Show > JOB > 0,0.5185,Cybba > Event Audience > Broadway/Off-Broadway Theatre Show > Play > Job,0.2693,B2B Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Job Seniority > C: Director,1012600021,Cybba > B2B Audience > Lifestyle > Director-Level Decision Makers,79900851:74869651 | Cybba > B2B Audience > Seniority > Director > 1,0.7788,Cybba > B2B Audience > Seniority > Director,0.4804,B2B Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Job Seniority > D: Manager,1012600011,Cybba > B2B Audience > Lifestyle > Manager-Level Decision Makers,79900861:74869661 | Cybba > B2B Audience > Seniority > Manager > 0,0.7907,Cybba > B2B Audience > Seniority > Manager,0.3866,B2B Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > Consumer Products > Animal & Pet Products,1012600001,Cybba > Behavioral Audience > Lifestyle > Animal & Pet Products Enthusiasts,94042991:85079481 | Cybba > Behavioral Audience > Retail > Consumer Children s and Infant s Products > 1; 116408961:5034271 | Cybba > Cybba > Behavioral Audience > Lifestyle > Pet Enrichment Households > 1,0.3515,Cybba > B2B Audience > Employment Industry > Pets,0.489,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > Consumer Products > Apparel & Textiles,1012599991,Cybba > Behavioral Audience > Lifestyle > Apparel & Textiles Enthusiasts,80204821:75104361 | Cybba > Event Audience > Theatre Show > INTIMATE APPAREL > 0; 80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1,0.4235,Cybba > Event Audience > Sports > Baseball Fans,0.4569,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > Consumer Products > Appliances,1012599981,Cybba > Behavioral Audience > Lifestyle > Appliances Enthusiasts,80753721:78630151 | Cybba > Behavioral Audience > Cutlery and Handtool Manufacturing > 1; 75301181:69592891 | Cybba > BEHAVIORAL AUDIENCE > CONSUMER ELECTRONICS > COMPUTER AND ELECTRONIC PRODUCT MANUFACTURING > 0,0.2597,Cybba > B2B Audience > Industry > Manufacturing Leaders,0.4818,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > Consumer Products > Child & Baby Care Products,1012599971,Cybba > Behavioral Audience > Lifestyle > Child & Baby Care Products Enthusiasts,94042991:85079481 | Cybba > Behavioral Audience > Retail > Consumer Children s and Infant s Products > 1; 94042911:85079321 | Cybba > Behavioral Audience > Miscellaneous > E Cigarette and Vape Products > 1,0.332,Cybba > Purchase Audience > Retail / Consumer > Children's and Infants' Products,0.4398,Behavioral Audience > Lifestyle
Bridge,"**AlarisB2B > B2B > Manufacturing > Consumer Products > Computers, AV & Peripherals",1012599961,"Cybba > Behavioral Audience > Lifestyle > Computers, Av & Peripherals Enthusiasts",80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1; 75301381:69593251 | Cybba > BEHAVIORAL AUDIENCE > MEDICAL GOODS AND SERVICES > MEDICAL EQUIPMENT AND SUPPLIES MANUFACTURING > 0,0.3959,Cybba > B2B Audience > Industry > Manufacturing Leaders,0.3962,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > Consumer Products > Consumer Medical Products,1012599951,Cybba > Behavioral Audience > Lifestyle > Consumer Medical Products Enthusiasts,75301551:69593581 | Cybba > BEHAVIORAL AUDIENCE > RETAIL / CONSUMER > CHILDREN'S AND INFANT'S PRODUCTS > 1; 75301381:69593251 | Cybba > BEHAVIORAL AUDIENCE > MEDICAL GOODS AND SERVICES > MEDICAL EQUIPMENT AND SUPPLIES MANUFACTURING > 0,0.4026,Cybba > Purchase Audience > Medical goods and services > Single Purchase Value [USD] > $100.00-$499.99,0.4609,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > Consumer Products > Consumer Vehicles & Components,1012599941,Cybba > Behavioral Audience > Lifestyle > Consumer Vehicles & Components Enthusiasts,80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1; 75301551:69593581 | Cybba > BEHAVIORAL AUDIENCE > RETAIL / CONSUMER > CHILDREN'S AND INFANT'S PRODUCTS > 1,0.4203,Cybba > Purchase Audience > Retail / Consumer > Single Purchase Value [USD] > $100.00-$499.99,0.3884,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > Consumer Products > Cosmetics,1012599931,Cybba > Behavioral Audience > Lifestyle > Cosmetics Enthusiasts,94043021:85079531 | Cybba > Behavioral Audience > Retail > Consumer Cosmetics  Beauty Supplies  and Perfume Stores > 0; 80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1,0.3703,"Cybba > Purchase Audience > Retail / Consumer > Cosmetics, Beauty Supplies, and Perfume Stores",0.3521,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > Consumer Products > Food & Kindred Products,1012599921,Cybba > Behavioral Audience > Lifestyle > Food & Kindred Products Enthusiasts,116540341:5037941 | Cybba > Cybba > Behavioral Audience > Food > Meal Plan Executors > 1; 94042991:85079481 | Cybba > Behavioral Audience > Retail > Consumer Children s and Infant s Products > 1,0.3959,Cybba > Purchase Audience > Food and Health > Food and Beverage Stores,0.4904,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > Consumer Products > Household Products,1012599911,Cybba > Behavioral Audience > Lifestyle > Household Products Enthusiasts,75301551:69593581 | Cybba > BEHAVIORAL AUDIENCE > RETAIL / CONSUMER > CHILDREN'S AND INFANT'S PRODUCTS > 1; 75301411:69593301 | Cybba > BEHAVIORAL AUDIENCE > MISCELLANEOUS > E-CIGARETTE AND VAPE PRODUCTS > 0,0.3565,Cybba > Purchase Audience > Retail / Consumer > Children's and Infants' Products,0.4723,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > Consumer Products > Jewelry,1012599901,Cybba > Behavioral Audience > Lifestyle > Jewelry Enthusiasts,94043061:85079621 | Cybba > Behavioral Audience > Retail > Consumer Jewelry Stores > 1; 80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1,0.4276,Cybba > Purchase Audience > Retail / Consumer > Jewelry Stores > Single Purchase Value [USD] > $10000.00+,0.5452,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > Consumer Products > Marine Products,1012599891,Cybba > Behavioral Audience > Lifestyle > Marine Products Enthusiasts,94042991:85079471 | Cybba > Behavioral Audience > Retail > Consumer Children s and Infant s Products > 0; 75301411:69593311 | Cybba > BEHAVIORAL AUDIENCE > MISCELLANEOUS > E-CIGARETTE AND VAPE PRODUCTS > 1,0.388,Cybba > Purchase Audience > Retail / Consumer > Children's and Infants' Products,0.5141,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > Consumer Products > Photography,1012599881,Cybba > Behavioral Audience > Lifestyle > Photography Enthusiasts,94042991:85079471 | Cybba > Behavioral Audience > Retail > Consumer Children s and Infant s Products > 0; 80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1,0.4167,Cybba > Purchase Audience > Retail / Consumer > Children's and Infants' Products,0.4536,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > Consumer Products > Recreation & Sports Equipment,1012599871,Cybba > Behavioral Audience > Lifestyle > Recreation & Sports Equipment Enthusiasts,113633401:4945071 | Cybba > Cybba > Purchase Audience > Retail > Sports Equipment Buyers > 1; 79531251:74551811 | Cybba > Behavioral Audience > Other Amusement and Recreation > 1,0.4006,Cybba > Purchase Audience > Retail > Sports Equipment Buyers,0.4138,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > Defense & Law Enforcement,1012599861,Cybba > Behavioral Audience > Lifestyle > Defense & Law Enforcement Enthusiasts,80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1; 80753721:75488371 | Cybba > Behavioral Audience > Cutlery and Handtool Manufacturing > 0,0.4095,Cybba > B2B Audience > Industry > Manufacturing Leaders,0.4666,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > Defense & Law Enforcement > Aerospace Aircraft,1012599851,Cybba > Behavioral Audience > Lifestyle > Aerospace Aircraft Enthusiasts,80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1; 80753721:75488371 | Cybba > Behavioral Audience > Cutlery and Handtool Manufacturing > 0,0.4095,Cybba > B2B Audience > Industry > Manufacturing Leaders,0.4666,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > Defense & Law Enforcement > Equipment & Supplies,1012599841,Cybba > Behavioral Audience > Lifestyle > Equipment & Supplies Enthusiasts,94042931:85079351 | Cybba > Behavioral Audience > Outdoor Supplies > Machinery  Equipment  and Supplies Merchant Wholesalers > 0; 75301381:69593261 | Cybba > BEHAVIORAL AUDIENCE > MEDICAL GOODS AND SERVICES > MEDICAL EQUIPMENT AND SUPPLIES MANUFACTURING > 1,0.573,"Cybba > Purchase Audience > Outdoor Supplies > Machinery, Equipment, and Supplies Merchant Wholesalers",0.4965,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > Defense & Law Enforcement > Military Equipment,1012599831,Cybba > Behavioral Audience > Lifestyle > Military Equipment Enthusiasts,80204251:75103311 | Cybba > Event Audience > Theatre Show > COMPANY > 0; 75301381:69593251 | Cybba > BEHAVIORAL AUDIENCE > MEDICAL GOODS AND SERVICES > MEDICAL EQUIPMENT AND SUPPLIES MANUFACTURING > 0,0.4142,Cybba > Purchase Audience > Fitness and Sports > Sporting and Recreational Equipment,0.4145,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > General Manufacturing,1012599821,Cybba > Behavioral Audience > Lifestyle > General Manufacturing Enthusiasts,80204251:75103311 | Cybba > Event Audience > Theatre Show > COMPANY > 0; 75301381:69593261 | Cybba > BEHAVIORAL AUDIENCE > MEDICAL GOODS AND SERVICES > MEDICAL EQUIPMENT AND SUPPLIES MANUFACTURING > 1,0.3729,Cybba > B2B Audience > Industry > Manufacturing Leaders,0.564,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > General Manufacturing > Automation Systems & Components,1012599811,Cybba > Behavioral Audience > Lifestyle > Automation Systems & Components Enthusiasts,80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1; 80753721:78630151 | Cybba > Behavioral Audience > Cutlery and Handtool Manufacturing > 1,0.3801,Cybba > B2B Audience > Industry > Manufacturing Leaders,0.6012,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > General Manufacturing > Electrical & Electronic Components,1012599801,Cybba > Behavioral Audience > Lifestyle > Electrical & Electronic Components Enthusiasts,75316301:69600621 | Cybba > Behavioral Audience > Furniture and Household goods > Household Appliances and Electrical and Electronic Goods Merchant Wholesalers > 0; 75301181:69592891 | Cybba > BEHAVIORAL AUDIENCE > CONSUMER ELECTRONICS > COMPUTER AND ELECTRONIC PRODUCT MANUFACTURING > 0,0.3772,Cybba > B2B Audience > Industry > Manufacturing Leaders,0.3419,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > General Manufacturing > Facility Equipment & Supplies,1012599791,Cybba > Behavioral Audience > Lifestyle > Facility Equipment & Supplies Enthusiasts,75301381:69593251 | Cybba > BEHAVIORAL AUDIENCE > MEDICAL GOODS AND SERVICES > MEDICAL EQUIPMENT AND SUPPLIES MANUFACTURING > 0; 94042931:85079361 | Cybba > Behavioral Audience > Outdoor Supplies > Machinery  Equipment  and Supplies Merchant Wholesalers > 1,0.534,Cybba > Purchase Audience > Medical goods and services > Medical Equipment and Supplies Manufacturing,0.5027,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > General Manufacturing > Fluid Control & Components,1012599781,Cybba > Behavioral Audience > Lifestyle > Fluid Control & Components Enthusiasts,80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1; 80753721:78630151 | Cybba > Behavioral Audience > Cutlery and Handtool Manufacturing > 1,0.3801,Cybba > B2B Audience > Industry > Manufacturing Leaders,0.6012,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > General Manufacturing > Hardware & Fasteners,1012599771,Cybba > Behavioral Audience > Lifestyle > Hardware & Fasteners Enthusiasts,80163281:75064251 | Cybba > Behavioral Audience > Network Security Hardware & Software > 0; 80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1,0.3193,Cybba > B2B Audience > Industry > Manufacturing Leaders,0.4397,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > General Manufacturing > Machinery Tool & Supplies,1012599761,Cybba > Behavioral Audience > Lifestyle > Machinery Tool & Supplies Enthusiasts,75301461:69593401 | Cybba > BEHAVIORAL AUDIENCE > OUTDOOR SUPPLIES > MACHINERY. EQUIPMENT. AND SUPPLIES MERCHANT WHOLESALERS > 0; 80204251:75103311 | Cybba > Event Audience > Theatre Show > COMPANY > 0,0.3815,"Cybba > Behavioral Audience > Outdoor Supplies > Machinery, Equipment, and Supplies Merchant Wholesalers",0.4951,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > General Manufacturing > Manufacturing Equipment,1012599751,Cybba > Behavioral Audience > Lifestyle > Manufacturing Equipment Enthusiasts,75301381:69593261 | Cybba > BEHAVIORAL AUDIENCE > MEDICAL GOODS AND SERVICES > MEDICAL EQUIPMENT AND SUPPLIES MANUFACTURING > 1; 80753721:75488371 | Cybba > Behavioral Audience > Cutlery and Handtool Manufacturing > 0,0.3911,Cybba > B2B Audience > Industry > Manufacturing Leaders,0.6398,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > General Manufacturing > Packaging & Materials Handling,1012599741,Cybba > Behavioral Audience > Lifestyle > Packaging & Materials Handling Enthusiasts,80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1; 80753721:78630151 | Cybba > Behavioral Audience > Cutlery and Handtool Manufacturing > 1,0.3801,Cybba > B2B Audience > Industry > Manufacturing Leaders,0.6012,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > General Manufacturing > Test Measurement & Positioning,1012599731,Cybba > Behavioral Audience > Lifestyle > Test Measurement & Positioning Enthusiasts,80206241:75111541 | Cybba > Event Audience > Theatre Show > test event > 1; 80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1,0.325,Cybba > B2B Audience > Industry > Manufacturing Leaders,0.4785,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > Industries > Aerospace,1012599721,Cybba > Behavioral Audience > Lifestyle > Aerospace Enthusiasts,80204251:75103311 | Cybba > Event Audience > Theatre Show > COMPANY > 0; 77012791:73567731 | Cybba > B2B Audience > Employment Industry > Business and Industries > 0,0.4273,Cybba > B2B Audience > Industry > Manufacturing Leaders,0.4586,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > Industries > Automotive,1012599711,Cybba > Behavioral Audience > Lifestyle > Automotive Enthusiasts,75301011:69592571 | Cybba > BEHAVIORAL AUDIENCE > AUTOMOTIVE > 0; 76570291:72196461 | Cybba > B2B Audience > Employment Industry > Automotive > 0,0.488,Cybba > B2B Audience > Employment Industry > Automotive,0.5689,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > Industries > Construction,1012599701,Cybba > Behavioral Audience > Lifestyle > Construction Enthusiasts - 376ce26b,80204251:75103311 | Cybba > Event Audience > Theatre Show > COMPANY > 0; 77012791:73567731 | Cybba > B2B Audience > Employment Industry > Business and Industries > 0,0.4273,Cybba > B2B Audience > Industry > Manufacturing Leaders,0.4586,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > Industries > Defense,1012599691,Cybba > Behavioral Audience > Lifestyle > Defense Enthusiasts,80204251:75103311 | Cybba > Event Audience > Theatre Show > COMPANY > 0; 77012791:73567731 | Cybba > B2B Audience > Employment Industry > Business and Industries > 0,0.4273,Cybba > B2B Audience > Industry > Manufacturing Leaders,0.4586,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > Industries > Electronics,1012599681,Cybba > Behavioral Audience > Lifestyle > Electronics Enthusiasts,75301191:69592921 | Cybba > BEHAVIORAL AUDIENCE > CONSUMER ELECTRONICS > ELECTRONICS AND APPLIANCE STORES > 1; 80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1,0.4298,Cybba > Purchase Audience > Electronics > In-Market Electronics Buyers,0.5119,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > Industries > Environmental,1012599671,Cybba > Behavioral Audience > Lifestyle > Environmental Enthusiasts,80204251:75103311 | Cybba > Event Audience > Theatre Show > COMPANY > 0; 77012791:73567731 | Cybba > B2B Audience > Employment Industry > Business and Industries > 0,0.4273,Cybba > B2B Audience > Industry > Manufacturing Leaders,0.4586,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > Industries > Healthcare,1012599661,Cybba > Behavioral Audience > Lifestyle > Healthcare Enthusiasts,80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1; 77012791:73567731 | Cybba > B2B Audience > Employment Industry > Business and Industries > 0,0.3445,Cybba > B2B Audience > Industry > Healthcare IT Leaders,0.5958,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > Industries > Pharmaceutical,1012599651,Cybba > Behavioral Audience > Lifestyle > Pharmaceutical Enthusiasts,75301391:69593271 | Cybba > BEHAVIORAL AUDIENCE > MEDICAL GOODS AND SERVICES > PHARMACEUTICAL AND MEDICINE MANUFACTURING > 0; 80204251:75103311 | Cybba > Event Audience > Theatre Show > COMPANY > 0,0.4602,Cybba > Behavioral Audience > Medical goods and services > Pharmaceutical and Medicine Manufacturing,0.6201,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > Industries > Renewable Energy,1012599641,Cybba > Behavioral Audience > Lifestyle > Renewable Energy Enthusiasts,80204251:75103311 | Cybba > Event Audience > Theatre Show > COMPANY > 0; 77012791:73567731 | Cybba > B2B Audience > Employment Industry > Business and Industries > 0,0.4273,Cybba > B2B Audience > Industry > Manufacturing Leaders,0.4586,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > Industries > Transportation,1012599631,Cybba > Behavioral Audience > Lifestyle > Transportation Enthusiasts,80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1; 77012791:73567731 | Cybba > B2B Audience > Employment Industry > Business and Industries > 0,0.3342,Cybba > B2B Audience > Industry > Logistics & Transportation Leaders,0.4319,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > Materials & Chemicals,1012599621,Cybba > Behavioral Audience > Lifestyle > Materials & Chemicals Enthusiasts,80204251:75103311 | Cybba > Event Audience > Theatre Show > COMPANY > 0; 80753721:75488371 | Cybba > Behavioral Audience > Cutlery and Handtool Manufacturing > 0,0.4745,Cybba > B2B Audience > Industry > Manufacturing Leaders,0.5407,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > Materials & Chemicals > Adhesive Tapes & Sealants,1012599611,Cybba > Behavioral Audience > Lifestyle > Adhesive Tapes & Sealants Enthusiasts,80204251:75103311 | Cybba > Event Audience > Theatre Show > COMPANY > 0; 80753721:75488371 | Cybba > Behavioral Audience > Cutlery and Handtool Manufacturing > 0,0.4745,Cybba > B2B Audience > Industry > Manufacturing Leaders,0.5407,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > Materials & Chemicals > Chemicals & Chemical Products,1012599601,Cybba > Behavioral Audience > Lifestyle > Chemicals & Chemical Products Enthusiasts,80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1; 75301551:69593581 | Cybba > BEHAVIORAL AUDIENCE > RETAIL / CONSUMER > CHILDREN'S AND INFANT'S PRODUCTS > 1,0.3896,Cybba > Purchase Audience > All Purchasers,0.4549,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Manufacturing > Materials & Chemicals > Metals & Metal Products,1012599591,Cybba > Behavioral Audience > Lifestyle > Metals & Metal Products Enthusiasts,80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1; 75301551:69593581 | Cybba > BEHAVIORAL AUDIENCE > RETAIL / CONSUMER > CHILDREN'S AND INFANT'S PRODUCTS > 1,0.3896,Cybba > Purchase Audience > All Purchasers,0.4549,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B > Social Influencer,1012599581,Cybba > Behavioral Audience > Lifestyle > Social Influencer Enthusiasts,75301091:69592721 | Cybba > BEHAVIORAL AUDIENCE > CHARITY AND SOCIAL > CIVIC AND SOCIAL ORGANIZATIONS > 0; 75301081:69592711 | Cybba > BEHAVIORAL AUDIENCE > CHARITY AND SOCIAL > 1,0.5024,Cybba > Behavioral Audience > Charity and Social,0.7225,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Agritech > Agricultural Production & Crops,1012599571,Cybba > Behavioral Audience > Lifestyle > Agricultural Production & Crops Enthusiasts,94042781:85079061 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 1; 75316271:69600511 | Cybba > Behavioral Audience > B2B Consulting > Website Hosting & Internet-related Services > 0,0.4263,Cybba > B2B Audience > Industry > Nonprofit Leaders,0.4272,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Agritech > Agricultural Production & Crops > Agriculture,1012599561,Cybba > Behavioral Audience > Lifestyle > Agriculture Enthusiasts,75301451:69593381 | Cybba > BEHAVIORAL AUDIENCE > OUTDOOR SUPPLIES > AGRICULTURE. FORESTRY. FISHING AND HUNTING > 0; 94042781:85079051 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 0,0.3102,"Cybba > Behavioral Audience > Outdoor Supplies > Agriculture, Forestry, Fishing and Hunting",0.2517,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Biotech > Air Quality,1012599551,Cybba > Behavioral Audience > Lifestyle > Air Quality Enthusiasts,94043181:85079851 | Cybba > Behavioral Audience > Travel > Tourism Air Transportation > 0; 94042781:85079061 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 1,0.3509,Cybba > Cybba > Behavioral Audience > Lifestyle > Air Fryer Superusers,0.5689,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Biotech > Air Quality > Greenhouse Gas,1012599541,Cybba > Behavioral Audience > Lifestyle > Greenhouse Gas Enthusiasts,94042781:85079061 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 1; 75301731:69593911 | Cybba > BEHAVIORAL AUDIENCE > TRAVEL & TOURISM > AIR TRANSPORTATION > 1,0.3535,Cybba > Cybba > Behavioral Audience > Lifestyle > Air Fryer Superusers,0.4085,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Biotech > Clinical & Diagnostics,1012599531,Cybba > Behavioral Audience > Lifestyle > Clinical & Diagnostics Enthusiasts,94042781:85079061 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 1; 75316271:69600511 | Cybba > Behavioral Audience > B2B Consulting > Website Hosting & Internet-related Services > 0,0.4263,Cybba > B2B Audience > Industry > Nonprofit Leaders,0.4272,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Biotech > Clinical & Diagnostics > Drug Development,1012599521,Cybba > Behavioral Audience > Lifestyle > Drug Development Enthusiasts,94042781:85079061 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 1; 75316271:69600511 | Cybba > Behavioral Audience > B2B Consulting > Website Hosting & Internet-related Services > 0,0.4263,Cybba > B2B Audience > Industry > Nonprofit Leaders,0.4272,Behavioral Audience > Lifestyle
Bridge,**AlarisB2B > B2B Intent > Biotech > Clinical & Diagnostics > Drug Discovery,1012599511,Cybba > Behavioral Audience > Lifestyle > Drug Discovery Enthusiasts,116621511:5039011 | Cybba > Cybba > Behavioral Audience > Food > Restaurant Discovery Diners > 1; 116495661:5036181 | Cybba > Cybba > Behavioral Audience > Media > Music Discovery Streamers > 1,0.544,Cybba > Cybba > Behavioral Audience > Beauty > Fragrance Collectors,0.4912,Behavioral Audience > Lifestyle
