New Segment Name,Non Derived Segments utilized,Segment Description,Digital Ad Targeting Price (CPM),Content Marketing Price (CPM),TV Targeting Price (CPM),Cost Per Click,Programmatic % of Media,CPM Cap,Advertiser Direct % of Media
Cybba > Behavioral Audience > Lifestyle > Middle Management Plant Managers Enthusiasts,111638121:4881641 | Cybba >  Event Audience > Theatre Show > Area Setup > 1; 113353251:4937631 | Cybba > Cybba > B2B Audience > Role > Operations Managers > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Agricultural Production & Crops Enthusiasts,94042781:85079061 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 1; 75316271:69600511 | Cybba > Behavioral Audience > B2B Consulting > Website Hosting & Internet-related Services > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Clinical & Diagnostics Enthusiasts,94042781:85079061 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 1; 75316271:69600511 | Cybba > Behavioral Audience > B2B Consulting > Website Hosting & Internet-related Services > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Laboratory Automation Enthusiasts,94042781:85079061 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 1; 75316271:69600511 | Cybba > Behavioral Audience > B2B Consulting > Website Hosting & Internet-related Services > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Lab Automation Enthusiasts,94042781:85079061 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 1; 75316271:69600511 | Cybba > Behavioral Audience > B2B Consulting > Website Hosting & Internet-related Services > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Radiation Detection & Measurement Enthusiasts,94042781:85079061 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 1; 75316271:69600511 | Cybba > Behavioral Audience > B2B Consulting > Website Hosting & Internet-related Services > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Drug Development Enthusiasts,94042781:85079061 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 1; 75316271:69600511 | Cybba > Behavioral Audience > B2B Consulting > Website Hosting & Internet-related Services > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Mass Spectrometry Enthusiasts,94042781:85079061 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 1; 75316271:69600511 | Cybba > Behavioral Audience > B2B Consulting > Website Hosting & Internet-related Services > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Information Builders Enthusiasts,116529761:5037311 | Cybba > Cybba > Behavioral Audience > Food > Premium Pantry Builders > 1; 116496171:5036231 | Cybba > Cybba > Behavioral Audience > Travel > Multi-Stop Trip Builders > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Information Technology / It Staff Enthusiasts,79900871:74869691 | Cybba > B2B Audience > Seniority > Staff > 1; 80203981:84980751 | Cybba > Event Audience > Theatre Show > Area Setup > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Medical Pharmacists Enthusiasts,80203981:84980751 | Cybba > Event Audience > Theatre Show > Area Setup > 1; 101890111:91073841 | Cybba > Cybba > Healthcare Professionals Audience > Pharmacists > Deterministic > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Medical Nurses Enthusiasts,80203981:84980751 | Cybba > Event Audience > Theatre Show > Area Setup > 1; 101890081:91073781 | Cybba > Cybba > Healthcare Professionals Audience > Nurses > Deterministic > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Senior Leadership Enthusiasts,80203981:75102801 | Cybba > Event Audience > Theatre Show > Area Setup > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Apparel & Textiles Enthusiasts,80204821:75104361 | Cybba > Event Audience > Theatre Show > INTIMATE APPAREL > 0; 80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Intuit Enthusiasts,80163231:75064201 | Cybba > Behavioral Audience > Accounting. Tax Preparation. Bookkeeping. and Payroll Services > 0; 80204251:75103311 | Cybba > Event Audience > Theatre Show > COMPANY > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Demandware Enthusiasts,80204251:75103311 | Cybba > Event Audience > Theatre Show > COMPANY > 0; 76570541:72196961 | Cybba > B2B Audience > Employment Industry > Technology & Computing > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Telecommunications Industry Enthusiasts,75301681:69593811 | Cybba > BEHAVIORAL AUDIENCE > TELECOM > TELECOMMUNICATIONS > 0; 76570331:72196541 | Cybba > B2B Audience > Employment Industry > Education > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Vice President (Vp) Information Technology (It) Enthusiasts,111638121:4881641 | Cybba >  Event Audience > Theatre Show > Area Setup > 1; 94042761:85079021 | Cybba > B2B Audience > Seniority > VP Executive > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Business Network Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 116626071:5039331 | Cybba > Cybba > Behavioral Audience > Tech > Home Network Tuners > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Ceterus Enthusiasts,80163231:75064201 | Cybba > Behavioral Audience > Accounting. Tax Preparation. Bookkeeping. and Payroll Services > 0; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Indinero Enthusiasts,80163231:75064201 | Cybba > Behavioral Audience > Accounting. Tax Preparation. Bookkeeping. and Payroll Services > 0; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Social Media Companies Enthusiasts,75301091:69592731 | Cybba > BEHAVIORAL AUDIENCE > CHARITY AND SOCIAL > CIVIC AND SOCIAL ORGANIZATIONS > 1; 116495811:5036191 | Cybba > Cybba > Behavioral Audience > Media > Sports Highlight Watchers > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Consumer Vehicles & Components Enthusiasts,80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1; 75301551:69593581 | Cybba > BEHAVIORAL AUDIENCE > RETAIL / CONSUMER > CHILDREN'S AND INFANT'S PRODUCTS > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Finance Cfo (Chief Financial Officer) Enthusiasts,80203981:75102801 | Cybba > Event Audience > Theatre Show > Area Setup > 0; 116632211:5039801 | Cybba > Cybba > Behavioral Audience > Finance > Rewards Maximizers > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Information Technology / It Network Engineering & Administration Enthusiasts,80203981:75102801 | Cybba > Event Audience > Theatre Show > Area Setup > 0; 116626071:5039331 | Cybba > Cybba > Behavioral Audience > Tech > Home Network Tuners > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
"Cybba > Behavioral Audience > Lifestyle > Sports, Recreation & Gambling Industry Enthusiasts",76570521:72196931 | Cybba > B2B Audience > Employment Industry > Sports > 1; 79531201:74551741 | Cybba > Behavioral Audience > Arts. Entertainment & Recreation > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Government & Public Administration Industry Enthusiasts,76570331:72196551 | Cybba > B2B Audience > Employment Industry > Education > 1; 76570561:72197001 | Cybba > B2B Audience > Employment Industry > Travel > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Restaurant & Hospitality Industry Enthusiasts,76570331:72196551 | Cybba > B2B Audience > Employment Industry > Education > 1; 76570561:72197001 | Cybba > B2B Audience > Employment Industry > Travel > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Mining & Natural Resources Industry Enthusiasts,76570331:72196551 | Cybba > B2B Audience > Employment Industry > Education > 1; 76570561:72197001 | Cybba > B2B Audience > Employment Industry > Travel > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Construction Industry Enthusiasts,76570331:72196551 | Cybba > B2B Audience > Employment Industry > Education > 1; 76570561:72197001 | Cybba > B2B Audience > Employment Industry > Travel > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Employment Agencies Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 80163271:75064241 | Cybba > Behavioral Audience > Manpower and Temporary Staffing > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Business Retention Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 77012791:72604001 | Cybba > B2B Audience > Employment Industry > Business and Industries > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Business Analytics Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 77012791:72604001 | Cybba > B2B Audience > Employment Industry > Business and Industries > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Business Funding Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 77012791:72604001 | Cybba > B2B Audience > Employment Industry > Business and Industries > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Small Business Solutions Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 77012791:72604001 | Cybba > B2B Audience > Employment Industry > Business and Industries > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Business Activity Monitoring Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 77012791:72604001 | Cybba > B2B Audience > Employment Industry > Business and Industries > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Business Metrics Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 77012791:72604001 | Cybba > B2B Audience > Employment Industry > Business and Industries > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Business Planning Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 77012791:72604001 | Cybba > B2B Audience > Employment Industry > Business and Industries > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Business Transformation Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 77012791:72604001 | Cybba > B2B Audience > Employment Industry > Business and Industries > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Sustainable Business Growth Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 77012791:72604001 | Cybba > B2B Audience > Employment Industry > Business and Industries > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Sale Of Business Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 77012791:72604001 | Cybba > B2B Audience > Employment Industry > Business and Industries > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Business Law Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 77012791:72604001 | Cybba > B2B Audience > Employment Industry > Business and Industries > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Business Communications Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 77012791:72604001 | Cybba > B2B Audience > Employment Industry > Business and Industries > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Business Enablement Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 77012791:72604001 | Cybba > B2B Audience > Employment Industry > Business and Industries > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Customer Service Best Practices Enthusiasts,116621991:5039141 | Cybba > Cybba > Behavioral Audience > Auto > Service Schedule Followers > 1; 80206191:75106871 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Photography Enthusiasts,94042991:85079471 | Cybba > Behavioral Audience > Retail > Consumer Children s and Infant s Products > 0; 80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Senior Leadership Cfo (Chief Financial Officer) Enthusiasts,80203981:75102801 | Cybba > Event Audience > Theatre Show > Area Setup > 0; 80163251:75064221 | Cybba > Behavioral Audience > Electronic financial payment services > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Sales & Marketing Marketing Enthusiasts,75301051:69592651 | Cybba > BEHAVIORAL AUDIENCE > B2B CONSULTING > ADVERTISING AND MARKETING > 0; 80203981:84980751 | Cybba > Event Audience > Theatre Show > Area Setup > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > C-Suite/C-Level Enthusiasts,94042751:85078991 | Cybba > B2B Audience > Seniority > C Suite > 0; 80203981:84980751 | Cybba > Event Audience > Theatre Show > Area Setup > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > B2B Audience > Lifestyle > Sales & Marketing Decision Makers,75301051:69592651 | Cybba > BEHAVIORAL AUDIENCE > B2B CONSULTING > ADVERTISING AND MARKETING > 0; 80206191:75106861 | Cybba > Event Audience > Theatre Show > Z-BIB CC SALES > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Military Equipment Enthusiasts,80204251:75103311 | Cybba > Event Audience > Theatre Show > COMPANY > 0; 75301381:69593251 | Cybba > BEHAVIORAL AUDIENCE > MEDICAL GOODS AND SERVICES > MEDICAL EQUIPMENT AND SUPPLIES MANUFACTURING > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Manufacturing Research & Development Enthusiasts,111638121:4881641 | Cybba >  Event Audience > Theatre Show > Area Setup > 1; 116622011:5039151 | Cybba > Cybba > Behavioral Audience > Auto > Accessory Research Drivers > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Other Companies Enthusiasts,80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1; 75301401:69593291 | Cybba > BEHAVIORAL AUDIENCE > MISCELLANEOUS > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Rna Sequencing Enthusiasts,76570501:72196891 | Cybba > B2B Audience > Employment Industry > Science > 1; 80205121:75104941 | Cybba > Event Audience > Theatre Show > LIFE OF PI > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Dna Extraction Enthusiasts,76570501:72196891 | Cybba > B2B Audience > Employment Industry > Science > 1; 80205121:75104941 | Cybba > Event Audience > Theatre Show > LIFE OF PI > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Crisprcrispr-Associated Protein 9 Enthusiasts,76570501:72196891 | Cybba > B2B Audience > Employment Industry > Science > 1; 80205121:75104941 | Cybba > Event Audience > Theatre Show > LIFE OF PI > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Cloning Enthusiasts,76570501:72196891 | Cybba > B2B Audience > Employment Industry > Science > 1; 80205121:75104941 | Cybba > Event Audience > Theatre Show > LIFE OF PI > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Retail Companies Enthusiasts,75301541:69593551 | Cybba > BEHAVIORAL AUDIENCE > RETAIL / CONSUMER > 0; 80204251:75103311 | Cybba > Event Audience > Theatre Show > COMPANY > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Finance & Accounting Finance Enthusiasts,116632211:5039801 | Cybba > Cybba > Behavioral Audience > Finance > Rewards Maximizers > 1; 111638121:4881641 | Cybba >  Event Audience > Theatre Show > Area Setup > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Defense & Law Enforcement Enthusiasts,80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1; 80753721:75488371 | Cybba > Behavioral Audience > Cutlery and Handtool Manufacturing > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Aerospace Aircraft Enthusiasts,80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1; 80753721:75488371 | Cybba > Behavioral Audience > Cutlery and Handtool Manufacturing > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Manufacturing Enthusiasts,111638121:4881641 | Cybba >  Event Audience > Theatre Show > Area Setup > 1; 80753721:75488371 | Cybba > Behavioral Audience > Cutlery and Handtool Manufacturing > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Aci Worldwide Enthusiasts,80163251:75064221 | Cybba > Behavioral Audience > Electronic financial payment services > 0; 76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Financial Companies Enthusiasts,80163251:75064221 | Cybba > Behavioral Audience > Electronic financial payment services > 0; 75301231:69600591 | Cybba > BEHAVIORAL AUDIENCE > FINANCE. INSURANCE AND BANKING > INVESTMENT BANKING AND SECURITIES DEALING > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Adyen Enthusiasts,80163251:75064221 | Cybba > Behavioral Audience > Electronic financial payment services > 0; 76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Logistics Companies Enthusiasts,116410501:5034281 | Cybba > Cybba > Behavioral Audience > Lifestyle > Family Logistics Planners > 1; 80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Engineering/Technical Production Enthusiasts,80203981:75102801 | Cybba > Event Audience > Theatre Show > Area Setup > 0; 94042791:85079081 | Cybba > Behavioral Audience > B2B Consulting > Management  Scientific and Technical Consulting Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Food Processing Operations Enthusiasts,94042781:85079051 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 0; 75301301:69593121 | Cybba > BEHAVIORAL AUDIENCE > FOOD AND HEALTH > FOOD AND BEVERAGE STORES > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Finance Management Enthusiasts,116632211:5039801 | Cybba > Cybba > Behavioral Audience > Finance > Rewards Maximizers > 1; 80203981:75102801 | Cybba > Event Audience > Theatre Show > Area Setup > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Frost & Sullivan Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 75316261:69600481 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Consumer Medical Products Enthusiasts,75301551:69593581 | Cybba > BEHAVIORAL AUDIENCE > RETAIL / CONSUMER > CHILDREN'S AND INFANT'S PRODUCTS > 1; 75301381:69593251 | Cybba > BEHAVIORAL AUDIENCE > MEDICAL GOODS AND SERVICES > MEDICAL EQUIPMENT AND SUPPLIES MANUFACTURING > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Other Business & Sales Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 111264351:4872711 | Cybba > Event Audience > Theatre Show > Z Bib Cc Sales > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Human Resources / Hr Human Resources Management Enthusiasts,80203981:75102801 | Cybba > Event Audience > Theatre Show > Area Setup > 0; 94042791:85079081 | Cybba > Behavioral Audience > B2B Consulting > Management  Scientific and Technical Consulting Services > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Integral Ad Science Enthusiasts,75316251:69600461 | Cybba > Behavioral Audience > B2B Consulting > Ad Agency > 0; 76570501:72196881 | Cybba > B2B Audience > Employment Industry > Science > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Real-Time Collaboration Enthusiasts,80204231:75103271 | Cybba > Event Audience > Theatre Show > COLLABORATION > 0; 98273521:88570671 | Cybba > Event Audience > Theatre Show > JUST IN TIME > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Technology Companies Enthusiasts,94042741:85078971 | Cybba > B2B Audience > Employment Industry > Technology Computing > 0; 80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Recreation & Sports Equipment Enthusiasts,113633401:4945071 | Cybba > Cybba > Purchase Audience > Retail > Sports Equipment Buyers > 1; 79531251:74551811 | Cybba > Behavioral Audience > Other Amusement and Recreation > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Middle Management Finance Managers Enthusiasts,80203981:75102801 | Cybba > Event Audience > Theatre Show > Area Setup > 0; 116632211:5039801 | Cybba > Cybba > Behavioral Audience > Finance > Rewards Maximizers > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Middle Management Information Technology (It) Managers Enthusiasts,80203981:75102801 | Cybba > Event Audience > Theatre Show > Area Setup > 0; 113353251:4937631 | Cybba > Cybba > B2B Audience > Role > Operations Managers > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Sales & Business Development Sales Enthusiasts,111264351:4872711 | Cybba > Event Audience > Theatre Show > Z Bib Cc Sales > 1; 111638121:4881641 | Cybba >  Event Audience > Theatre Show > Area Setup > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Small Business Networks Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 77012791:72604001 | Cybba > B2B Audience > Employment Industry > Business and Industries > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Business Aircraft Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 77012791:72604001 | Cybba > B2B Audience > Employment Industry > Business and Industries > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Business Class Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 77012791:72604001 | Cybba > B2B Audience > Employment Industry > Business and Industries > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Business Identity Theft Enthusiasts,76570311:72196511 | Cybba > B2B Audience > Employment Industry > Business and Finance > 1; 77012791:72604001 | Cybba > B2B Audience > Employment Industry > Business and Industries > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Micro Focus Enthusiasts,80163281:75064251 | Cybba > Behavioral Audience > Network Security Hardware & Software > 0; 80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Insightsquared Enthusiasts,76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0; 75316261:69600481 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Enterprise Data Governance Enthusiasts,94042781:85079051 | Cybba > Behavioral Audience > B2B Consulting > Data Processing  Hosting  and Related Services > 0; 76570311:72196501 | Cybba > B2B Audience > Employment Industry > Business and Finance > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Hewlett Packard Enterprise Enthusiasts,80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1; 75316261:69600481 | Cybba > Behavioral Audience > B2B Consulting > Data Processing. Hosting. and Related Services > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
"Cybba > Behavioral Audience > Lifestyle > Computers, Av & Peripherals Enthusiasts",80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1; 75301381:69593251 | Cybba > BEHAVIORAL AUDIENCE > MEDICAL GOODS AND SERVICES > MEDICAL EQUIPMENT AND SUPPLIES MANUFACTURING > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Food & Kindred Products Enthusiasts,116540341:5037941 | Cybba > Cybba > Behavioral Audience > Food > Meal Plan Executors > 1; 94042991:85079481 | Cybba > Behavioral Audience > Retail > Consumer Children s and Infant s Products > 1,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
Cybba > Behavioral Audience > Lifestyle > Ansys Enthusiasts,80204251:75103321 | Cybba > Event Audience > Theatre Show > COMPANY > 1; 94042741:85078971 | Cybba > B2B Audience > Employment Industry > Technology Computing > 0,,10.0,0.0,0.0,0.0,0.0,10.0,0.0
